frame,pa_x,pa_y,pa_z,po_a,po_x,po_y,po_z,pav_x,pav_y,pav_z,rsa_x,rsa_y,rsa_z,rso_a,rso_x,rso_y,rso_z,rsav_x,rsav_y,rsav_z,lsa_x,lsa_y,lsa_z,lso_a,lso_x,lso_y,lso_z,lsav_x,lsav_y,lsav_z,lula_x,lula_y,lula_z,lulo_a,lulo_x,lulo_y,lulo_z,lulav_x,lulav_y,lulav_z,llla_x,llla_y,llla_z,lllo_a,lllo_x,lllo_y,lllo_z,lllav_x,lllav_y,lllav_z,lfa_x,lfa_y,lfa_z,lfo_a,lfo_x,lfo_y,lfo_z,lfav_x,lfav_y,lfav_z,label,subject_id
11212,0.36677,0.13306,0.124916,0.59008,-0.474214,-0.48162,0.441552,0.057907,0.187875,0.021739,-0.110245,-0.122174,-0.162759,0.313313,0.482672,-0.131651,-0.807175,0.006641,0.118258,0.055129,-0.256389,0.138589,-0.13109,0.673312,0.186574,-0.497097,-0.514525,0.017161,0.102956,0.014348,0.014051,0.18896,-0.152343,0.180703,0.215461,0.763198,0.581766,0.017706,-0.033956,0.020719,0.014051,0.18896,-0.152343,0.180703,0.215461,0.763198,0.581766,0.015051,-0.012927,-0.015128,0.131449,-0.158222,-0.008198,0.06314,-0.232286,-0.20698,-0.94827,0.017161,0.102956,0.014348,0,4
11213,0.36117,0.077876,-0.14744,0.590921,-0.473386,-0.480862,0.442142,0.039044,0.183191,0.001821,-0.182442,-0.044007,-0.216168,0.313681,0.481997,-0.131128,-0.80752,0.013198,0.104203,0.045511,-0.287062,0.143903,-0.191342,0.673743,0.186246,-0.496487,-0.514669,0.019458,0.095712,0.007593,-0.053093,0.115796,-0.128257,0.1807,0.215389,0.763075,0.581955,0.024721,-0.012758,0.014932,-0.053093,0.115796,-0.128257,0.1807,0.215389,0.763075,0.581955,0.016032,-0.033949,0.006431,0.119181,-0.191861,-0.000779,0.063119,-0.232271,-0.20704,-0.948262,0.019458,0.095712,0.007593,0,4
11214,0.306313,0.033168,-0.279125,0.591432,-0.472951,-0.480341,0.442491,0.018974,0.11285,-0.006965,-0.163695,-0.041803,-0.198416,0.313897,0.481563,-0.130798,-0.807749,0.010486,0.064595,0.027811,-0.286104,0.162831,-0.18058,0.674102,0.185974,-0.495948,-0.514817,0.02137,0.082376,0.004612,-0.059528,0.124906,-0.111404,0.180543,0.215381,0.762953,0.582167,0.032062,0.005357,0.020356,-0.059528,0.124906,-0.111404,0.180543,0.215381,0.762953,0.582167,0.007442,-0.046916,0.011836,0.128976,-0.139851,-0.011551,0.063074,-0.232264,-0.207127,-0.948248,0.02137,0.082376,0.004612,0,4
11215,0.306969,-0.014337,-0.217131,0.591805,-0.472665,-0.479888,0.442789,0.007132,0.089273,-0.008144,-0.119657,-0.025979,-0.159021,0.314021,0.481087,-0.130516,-0.808029,0.010394,0.068309,0.013416,-0.247934,0.155455,-0.132853,0.674398,0.185755,-0.495486,-0.514952,0.021596,0.068831,0.00307,-0.049325,0.12037,-0.081038,0.180372,0.215504,0.762834,0.58233,0.030594,0.016977,0.008385,-0.049325,0.12037,-0.081038,0.180372,0.215504,0.762834,0.58233,0.007631,-0.058243,0.022025,0.148641,-0.148384,-0.012257,0.062938,-0.232282,-0.207329,-0.948208,0.021596,0.068831,0.00307,0,4
11216,0.223073,-0.054285,-0.237179,0.592089,-0.472459,-0.47951,0.443038,0.003245,0.07174,-0.007116,-0.117782,-0.080443,-0.095545,0.314057,0.480665,-0.13031,-0.8083,0.010053,0.058282,0.001753,-0.246047,0.155867,-0.112685,0.674669,0.185514,-0.495015,-0.515138,0.023891,0.07068,-0.003557,-0.007688,0.124006,-0.017791,0.180095,0.215665,0.762785,0.582421,0.022781,0.032737,0.012648,-0.007688,0.124006,-0.017791,0.180095,0.215665,0.762785,0.582421,0.010396,-0.060786,0.009324,0.181439,-0.237682,0.000453,0.062864,-0.232278,-0.207464,-0.948184,0.023891,0.07068,-0.003557,0,4
11217,0.182851,-0.034973,-0.223724,0.5903,-0.473451,-0.480037,0.443795,0.005636,0.045423,-0.006898,-0.078996,-0.023174,-0.063995,0.311307,0.478933,-0.133761,-0.809826,0.019948,0.044628,0.003364,-0.208374,0.175151,-0.090108,0.677271,0.186912,-0.493579,-0.512589,0.019184,0.057952,-0.003275,0.133573,0.182249,-0.061051,0.179658,0.213839,0.763717,0.582007,0.015002,0.031336,-0.013413,0.133573,0.182249,-0.061051,0.179658,0.213839,0.763717,0.582007,0.004712,-0.062396,0.010587,0.110515,-0.199767,0.069554,0.061652,-0.231534,-0.209151,-0.948075,0.019184,0.057952,-0.003275,0,4
11218,0.15578,0.01298,-0.121239,0.590454,-0.473339,-0.479811,0.443954,0.002291,0.04355,-0.003293,-0.072263,-0.024553,-0.017867,0.311278,0.478553,-0.133512,-0.810103,0.019861,0.05496,-0.001796,-0.223705,0.146559,-0.060799,0.677491,0.186627,-0.493196,-0.512771,0.015785,0.062959,-0.011231,0.230376,0.187107,-0.00979,0.17971,0.214238,0.763601,0.581997,0.014804,0.020363,-0.036311,0.230376,0.187107,-0.00979,0.17971,0.214238,0.763601,0.581997,0.001432,-0.052522,0.002946,0.182991,-0.154593,-0.025265,0.061919,-0.23149,-0.209297,-0.948037,0.015785,0.062959,-0.011231,0,4
11219,0.14107,0.043608,-0.070503,0.590596,-0.473235,-0.479592,0.444114,0.001379,0.042097,-0.002831,-0.093148,-0.031423,-0.007436,0.311246,0.478077,-0.133279,-0.810435,0.015721,0.066878,-0.006494,-0.215204,0.160121,-0.061246,0.677703,0.186329,-0.492841,-0.512941,0.012429,0.06074,-0.012018,0.232506,0.20031,-0.015927,0.17992,0.214606,0.763474,0.581963,0.008573,0.004079,-0.045278,0.232506,0.20031,-0.015927,0.17992,0.214606,0.763474,0.581963,0.010398,-0.044132,0.004048,0.099315,-0.089234,0.006085,0.062172,-0.231475,-0.20948,-0.947983,0.012429,0.06074,-0.012018,0,4
11220,0.153401,0.033029,-0.11087,0.590624,-0.473203,-0.4795,0.44421,0.000201,0.019024,0.001866,-0.112496,-0.064034,-0.032607,0.311215,0.477687,-0.133139,-0.8107,0.008833,0.051067,-0.007866,-0.296611,0.165175,-0.022968,0.677882,0.186043,-0.492499,-0.513136,0.014846,0.057615,-0.015779,0.160782,0.211448,0.049312,0.180054,0.214816,0.763363,0.58199,0.011644,-0.001224,-0.023852,0.160782,0.211448,0.049312,0.180054,0.214816,0.763363,0.58199,0.006819,-0.033822,0.025841,0.161072,-0.2171,0.01453,0.062366,-0.23143,-0.209681,-0.947937,0.014846,0.057615,-0.015779,0,4
11221,0.163447,0.022284,-0.130622,0.590557,-0.47323,-0.47953,0.444238,0.001085,-0.00213,0.005577,-0.100989,-0.07412,-0.018429,0.311153,0.477365,-0.13311,-0.810918,0.001616,0.037303,-0.014555,-0.297216,0.113551,-0.036696,0.678009,0.185755,-0.4922,-0.513359,0.014748,0.051692,-0.022347,0.088481,0.177313,-0.023276,0.18017,0.214825,0.763253,0.582094,0.01476,-0.015642,-0.002363,0.088481,0.177313,-0.023276,0.18017,0.214825,0.763253,0.582094,0.000764,-0.019488,0.023808,0.168535,-0.110712,-0.049523,0.062561,-0.231373,-0.209755,-0.947922,0.014748,0.051692,-0.022347,0,4
11222,0.168881,0.011219,-0.109181,0.590462,-0.473269,-0.479584,0.444264,-5.00E-06,-0.006218,0.007751,-0.071154,-0.082676,-0.046759,0.311127,0.477085,-0.133108,-0.811093,-0.002209,0.030198,-0.010089,-0.259397,0.088446,-0.093928,0.678117,0.185484,-0.491924,-0.51358,0.015011,0.047691,-0.022864,0.083517,0.22154,-0.036497,0.180251,0.214687,0.763211,0.582176,0.005635,-0.020617,0.014672,0.083517,0.22154,-0.036497,0.180251,0.214687,0.763211,0.582176,0.000771,-0.018529,0.013578,0.146062,-0.201848,0.004429,0.062681,-0.231308,-0.209782,-0.947924,0.015011,0.047691,-0.022864,0,4
11223,0.224772,0.050366,-0.132381,0.589251,-0.474369,-0.480028,0.444219,0.000612,-0.000132,0.005674,-0.050263,-0.087278,-0.068725,0.308969,0.475494,-0.136109,-0.812353,-0.012391,0.031258,-0.012725,-0.247398,0.060203,-0.137256,0.679905,0.18588,-0.490739,-0.512204,0.014493,0.037835,-0.015974,0.065902,0.300514,-0.008022,0.179836,0.213385,0.76343,0.582495,0.004511,-0.021698,0.029183,0.065902,0.300514,-0.008022,0.179836,0.213385,0.76343,0.582495,0.004146,-0.004833,-0.007026,0.088753,-0.117992,0.023971,0.06218,-0.230573,-0.211011,-0.947863,0.014493,0.037835,-0.015974,0,4
11224,0.19849,0.068459,-0.124895,0.589155,-0.474445,-0.480085,0.444204,-4.00E-06,-0.010387,0.002803,-0.045113,-0.045417,-0.118531,0.309015,0.4752,-0.136076,-0.812514,-0.003829,0.033065,-0.001159,-0.241173,0.125349,-0.083223,0.680002,0.18567,-0.49054,-0.512342,0.010472,0.034997,-0.014946,-0.018996,0.293857,-0.064449,0.179815,0.213172,0.763399,0.58262,0.009547,-0.017465,0.029839,-0.018996,0.293857,-0.064449,0.179815,0.213172,0.763399,0.58262,-0.004082,0.010581,0.000175,0.153943,-0.12299,0.000574,0.062375,-0.230546,-0.211037,-0.947851,0.010472,0.034997,-0.014946,0,4
11225,0.181248,0.099129,-0.053644,0.588989,-0.474587,-0.480212,0.444135,-0.001789,-0.026045,0.002963,-0.078583,-0.12797,-0.125766,0.309012,0.47492,-0.1362,-0.812658,-0.01625,0.024046,-0.014095,-0.278746,0.063583,-0.135595,0.680136,0.185414,-0.490283,-0.512502,0.010832,0.04523,-0.015827,-0.034391,0.223334,-0.083443,0.179656,0.212838,0.763433,0.582747,0.006177,-0.012056,0.052216,-0.034391,0.223334,-0.083443,0.179656,0.212838,0.763433,0.582747,0.002911,0.0031,0.010701,0.122496,-0.119316,-0.005527,0.062536,-0.230548,-0.211085,-0.947829,0.010832,0.04523,-0.015827,0,4
11226,0.183156,0.136252,-0.073978,0.588858,-0.474741,-0.480324,0.444024,0.000973,-0.025847,-0.003418,-0.058516,-0.151921,-0.083041,0.309047,0.474716,-0.136233,-0.812758,-0.007337,0.018093,-0.002285,-0.285499,-0.00129,-0.128479,0.680239,0.185241,-0.490121,-0.512583,0.007688,0.028797,-0.008578,0.018079,0.217788,-0.072728,0.179482,0.212388,0.763464,0.582924,0.008782,-0.020035,0.064924,0.018079,0.217788,-0.072728,0.179482,0.212388,0.763464,0.582924,0.008335,-0.00021,0.02295,0.128938,-0.106136,0.008483,0.062641,-0.230508,-0.211057,-0.947838,0.007688,0.028797,-0.008578,0,4
11227,0.178776,0.113718,-0.116223,0.588696,-0.474979,-0.480456,0.44384,-0.001459,-0.037761,-0.010594,-0.034544,-0.169819,-0.068725,0.309134,0.474437,-0.136229,-0.812888,-0.008921,0.029485,0.002525,-0.244851,-0.010042,-0.153699,0.68039,0.185145,-0.489965,-0.512567,0.006873,0.024214,0.006686,0.039239,0.203816,-0.094952,0.179307,0.211994,0.763453,0.583136,0.01624,-0.017841,0.059549,0.039239,0.203816,-0.094952,0.179307,0.211994,0.763453,0.583136,0.005986,-0.004176,0.021336,0.103782,-0.172284,0.023544,0.062794,-0.230505,-0.211059,-0.947828,0.006873,0.024214,0.006686,0,4
11228,0.162561,0.120947,-0.128383,0.588577,-0.475246,-0.480522,0.44364,-0.003654,-0.033006,-0.019544,-0.021121,-0.038773,-0.115003,0.309273,0.474133,-0.136033,-0.813045,0.006196,0.041272,0.017101,-0.212602,0.094822,-0.067727,0.680507,0.185103,-0.489946,-0.512445,-0.002494,0.005301,0.013391,0.044634,0.181446,-0.106666,0.179232,0.211726,0.763482,0.583218,0.001751,-0.014054,0.039271,0.044634,0.181446,-0.106666,0.179232,0.211726,0.763482,0.583218,0.009909,-0.008325,0.051152,0.107156,-0.109426,0.01985,0.063052,-0.230472,-0.211011,-0.94783,-0.002494,0.005301,0.013391,0,4
11229,0.079212,0.130926,-0.070388,0.587536,-0.475975,-0.481354,0.443336,-0.004435,-0.028222,-0.022439,0.057637,0.016943,-0.030142,0.307724,0.473138,-0.138054,-0.813872,-0.001245,0.005025,-0.007638,-0.068334,0.188552,0.0982,0.682096,0.18558,-0.488949,-0.511111,-8.60E-05,0.015885,0.013524,0.055625,0.140976,-0.042529,0.17874,0.211132,0.763333,0.58378,-0.009171,-0.007097,0.022949,0.055625,0.140976,-0.042529,0.17874,0.211132,0.763333,0.58378,0.006969,-0.009155,0.038415,0.114761,-0.102831,0.018195,0.063336,-0.229734,-0.211923,-0.947787,-8.60E-05,0.015885,0.013524,0,4
11230,0.072715,0.07036,-0.051092,0.587436,-0.476214,-0.48141,0.443152,-0.002059,-0.028574,-0.018211,0.060644,-0.031831,0.005552,0.307723,0.472786,-0.138093,-0.81407,-0.009663,0.037339,-0.012294,-0.1265,0.118655,-0.056811,0.682259,0.185381,-0.488679,-0.511223,0.012867,0.043357,-0.006639,0.136992,0.213208,0.012458,0.178907,0.211077,0.763298,0.583794,-0.002067,-0.021307,-0.00047,0.136992,0.213208,0.012458,0.178907,0.211077,0.763298,0.583794,-0.003738,0.017094,0.02903,0.127759,-0.1192,-0.031957,0.063428,-0.229793,-0.211798,-0.947794,0.012867,0.043357,-0.006639,0,4
11231,0.177208,0.010738,0.065444,0.58751,-0.47628,-0.481303,0.443099,0.003692,0.009619,-0.017648,-0.030261,-0.149729,-0.001513,0.30781,0.472425,-0.138112,-0.814244,-0.013413,0.038991,-0.001689,-0.184937,0.018281,-0.06756,0.682369,0.185259,-0.488519,-0.511274,0.009811,0.025107,-0.002951,0.151926,0.2435,-0.02247,0.179383,0.21116,0.763151,0.58381,0.001091,-0.04244,-0.037408,0.151926,0.2435,-0.02247,0.179383,0.21116,0.763151,0.58381,-0.003441,0.015468,0.002426,0.120738,-0.113715,0.010875,0.063427,-0.229849,-0.211633,-0.947817,0.009811,0.025107,-0.002951,0,4
11232,0.165664,0.023753,0.085072,0.587661,-0.476192,-0.481209,0.443096,0.016934,0.024273,-0.008581,-0.0521,-0.076088,-0.080021,0.307971,0.472202,-0.13802,-0.814328,-0.003182,0.025772,0.017308,-0.188845,0.057902,-0.106933,0.682517,0.185168,-0.488347,-0.511274,0.009287,0.025274,0.005818,0.143671,0.274519,-0.029554,0.1801,0.211371,0.762941,0.583787,-0.001366,-0.055808,-0.068604,0.143671,0.274519,-0.029554,0.1801,0.211371,0.762941,0.583787,0.002139,0.018882,-0.002371,0.118619,-0.089712,-0.028231,0.063392,-0.22989,-0.211485,-0.947843,0.009287,0.025274,0.005818,0,4
11233,0.096768,0.019788,-0.05867,0.587696,-0.476194,-0.481252,0.443,0.016526,-0.002287,-0.00616,-0.005345,-0.058121,-0.115495,0.308091,0.472028,-0.138123,-0.814365,-0.018801,0.010527,0.004904,-0.197938,0.065901,-0.116284,0.68263,0.185042,-0.488215,-0.511294,0.006016,0.022642,-0.000961,0.082018,0.200431,-0.076626,0.180703,0.211427,0.762776,0.583796,-0.002109,-0.056159,-0.04447,0.082018,0.200431,-0.076626,0.180703,0.211427,0.762776,0.583796,0.006898,0.015225,0.016908,0.098814,-0.116906,0.02217,0.063459,-0.229908,-0.211364,-0.947861,0.006016,0.022642,-0.000961,0,4
11234,0.141691,0.01489,-0.084583,0.587684,-0.476205,-0.481332,0.442917,0.014432,-0.007301,-0.001285,-0.021342,-0.08458,-0.108347,0.308268,0.471786,-0.138121,-0.814439,-0.013712,0.023969,0.013787,-0.196092,0.102184,-0.093865,0.682755,0.184925,-0.488081,-0.511297,0.005564,0.022435,0.001749,-0.021432,0.211364,-0.098342,0.181225,0.211359,0.762651,0.583822,-0.003965,-0.056918,-0.026142,-0.021432,0.211364,-0.098342,0.181225,0.211359,0.762651,0.583822,0.008535,0.011304,0.022632,0.115956,-0.100563,-0.017508,0.063609,-0.229917,-0.211275,-0.947869,0.005564,0.022435,0.001749,0,4
11235,0.165797,0.058567,-0.127635,0.586831,-0.476184,-0.482331,0.442984,0.008634,0.02135,0.006949,0.025013,-0.008914,-0.153091,0.307495,0.47095,-0.139363,-0.815004,-0.006563,0.020018,0.019276,-0.141372,0.129934,-0.105635,0.684037,0.185143,-0.487034,-0.510503,0.003299,0.029774,0.003235,-0.163592,0.227316,-0.131928,0.180893,0.210699,0.762245,0.584694,0.00014,-0.05046,-0.00994,-0.163592,0.227316,-0.131928,0.180893,0.210699,0.762245,0.584694,0.006194,0.007338,0.021011,0.089359,-0.081513,0.006827,0.064688,-0.229083,-0.211967,-0.947843,0.003299,0.029774,0.003235,0,4
11236,0.133817,0.108029,-0.172618,0.586885,-0.476072,-0.482211,0.443164,0.000878,0.032476,0.00958,0.029206,0.00236,-0.089203,0.307649,0.470758,-0.139314,-0.815065,-0.006016,0.019588,0.015477,-0.116469,0.146181,-0.055794,0.684179,0.184867,-0.486896,-0.510544,-0.005554,0.034157,-0.00947,-0.215831,0.285773,-0.173912,0.181085,0.210467,0.762246,0.584716,-0.008621,-0.035755,0.014814,-0.215831,0.285773,-0.173912,0.181085,0.210467,0.762246,0.584716,0.002023,0.01085,0.006501,0.095316,-0.119755,0.013845,0.064678,-0.229132,-0.211817,-0.947865,-0.005554,0.034157,-0.00947,0,4
11237,0.081142,0.132811,-0.095386,0.586983,-0.475896,-0.482032,0.443417,0.000485,0.04674,0.012607,0.081555,-0.025165,-0.042796,0.307755,0.470524,-0.139287,-0.815164,-0.006365,0.024347,0.007557,-0.080856,0.105965,-0.051139,0.684388,0.18454,-0.486714,-0.510555,-0.010258,0.044154,-0.005146,-0.238319,0.291141,-0.061859,0.181142,0.210229,0.762293,0.584722,-0.010064,-0.022317,0.025761,-0.238319,0.291141,-0.061859,0.181142,0.210229,0.762293,0.584722,0.001036,0.005306,0.032867,0.041264,-0.088358,0.004688,0.06459,-0.229222,-0.211656,-0.947886,-0.010258,0.044154,-0.005146,0,4
11238,0.024992,0.133866,-0.060426,0.58703,-0.475716,-0.481916,0.443674,0.000995,0.039879,0.01943,0.104406,-0.01713,0.00691,0.307885,0.470271,-0.13922,-0.815273,-0.004369,0.02858,0.01143,-0.045827,0.101576,-0.044583,0.684625,0.184169,-0.486549,-0.510529,-0.017609,0.046202,-0.003145,-0.20871,0.286215,-0.022945,0.181172,0.209932,0.762293,0.58482,0.001089,-0.027521,0.0338,-0.20871,0.286215,-0.022945,0.181172,0.209932,0.762293,0.58482,0.006878,0.012712,0.064844,0.081892,-0.104242,0.063916,0.064547,-0.229371,-0.211436,-0.947902,-0.017609,0.046202,-0.003145,0,4
11239,0.006066,0.069196,-0.052495,0.58701,-0.475576,-0.481915,0.443852,0.005115,0.021145,0.021727,0.150166,-0.028025,0.010556,0.308054,0.46991,-0.139157,-0.815428,-0.01009,0.042252,0.011452,-0.025156,0.125049,-0.003942,0.684901,0.183763,-0.486344,-0.510502,-0.019059,0.053884,-0.001955,-0.118372,0.21795,-0.026212,0.181212,0.20947,0.762297,0.584968,0.001548,-0.041032,0.049389,-0.118372,0.21795,-0.026212,0.181212,0.20947,0.762297,0.584968,-0.004374,0.017015,0.123458,0.096487,-0.063145,-0.014852,0.064331,-0.229694,-0.211133,-0.947906,-0.019059,0.053884,-0.001955,0,4
11240,-0.035035,-0.037708,0.067397,0.587051,-0.475285,-0.48192,0.444104,0.015199,0.036613,0.032802,0.142666,-0.013698,-0.01802,0.308301,0.469556,-0.138988,-0.815568,-0.004104,0.045981,0.025821,-0.020289,0.141684,0.048208,0.685191,0.183334,-0.48613,-0.51047,-0.021038,0.056765,-0.001862,0.07251,0.19617,-0.026534,0.181412,0.208859,0.762342,0.585066,-0.013229,-0.064137,0.051783,0.07251,0.19617,-0.026534,0.181412,0.208859,0.762342,0.585066,0.006622,0.013565,0.098077,0.14984,-0.150604,-0.07318,0.064104,-0.229989,-0.21083,-0.947917,-0.021038,0.056765,-0.001862,0,4
11241,-0.084307,-0.066643,0.129939,0.586419,-0.474799,-0.482946,0.444345,0.026437,0.05498,0.051332,0.246639,0.037239,0.065043,0.307896,0.468887,-0.139703,-0.815983,0.002749,0.022099,0.029818,0.05997,0.089133,0.126381,0.686514,0.183198,-0.484945,-0.509868,-0.018494,0.063235,0.008037,0.196089,0.175827,-0.089856,0.181194,0.207828,0.761949,0.586012,-0.03214,-0.090905,0.024348,0.196089,0.175827,-0.089856,0.181194,0.207828,0.761949,0.586012,0.015587,0.017668,0.070775,0.068329,-0.141663,-0.032273,0.06463,-0.229438,-0.211212,-0.94793,-0.018494,0.063235,0.008037,1,4
11242,-0.127807,-0.037941,0.063012,0.586599,-0.474119,-0.482869,0.444917,0.027442,0.089773,0.065792,0.323774,0.028418,0.104322,0.308195,0.468577,-0.139541,-0.816076,-0.006729,0.039529,0.032823,0.092986,0.072987,0.048245,0.68692,0.182838,-0.48456,-0.509817,-0.008608,0.07231,0.014578,0.109878,0.212518,-0.003136,0.182029,0.207305,0.76198,0.585899,-0.045984,-0.111094,-0.006118,0.109878,0.212518,-0.003136,0.182029,0.207305,0.76198,0.585899,0.024359,0.023524,0.053298,0.113392,-0.133603,0.005484,0.064489,-0.229586,-0.210903,-0.947972,-0.008608,0.07231,0.014578,1,4
11243,-0.195795,-0.012776,0.054646,0.586904,-0.473244,-0.482652,0.445679,0.029786,0.128169,0.075742,0.355039,-0.031823,0.186376,0.308494,0.468154,-0.139458,-0.816219,-0.017706,0.050472,0.02474,0.197553,0.057301,0.068049,0.687347,0.182529,-0.484244,-0.509652,-0.015889,0.062293,0.026697,-0.048526,0.180068,0.001012,0.182965,0.206733,0.762022,0.585754,-0.053357,-0.122865,-0.009121,-0.048526,0.180068,0.001012,0.182965,0.206733,0.762022,0.585754,0.027021,0.016807,0.089719,0.074538,-0.035312,-0.000851,0.064243,-0.229776,-0.210542,-0.948023,-0.015889,0.062293,0.026697,1,4
11244,-0.241153,0.084071,0.070144,0.587311,-0.47217,-0.482362,0.446596,0.036667,0.158653,0.088625,0.413314,0.003569,0.125693,0.308969,0.467564,-0.139146,-0.816431,-0.010235,0.082119,0.049376,0.311091,0.071163,0.099003,0.687862,0.182162,-0.483854,-0.509459,-0.019692,0.076353,0.032694,-0.186614,0.187203,0.067042,0.184092,0.206232,0.762003,0.585602,-0.052836,-0.136486,-0.030801,-0.186614,0.187203,0.067042,0.184092,0.206232,0.762003,0.585602,0.033852,0.022171,0.134701,0.097185,-0.122704,0.030678,0.063917,-0.230019,-0.210076,-0.94809,-0.019692,0.076353,0.032694,1,4
11245,-0.315026,0.121308,0.040083,0.58775,-0.47095,-0.482065,0.447628,0.041859,0.175351,0.103008,0.457394,0.098656,0.075196,0.309359,0.466867,-0.139008,-0.816707,-0.025363,0.08833,0.027197,0.41047,0.182535,0.094614,0.688441,0.181708,-0.483336,-0.50933,-0.016731,0.09746,0.028994,-0.330307,0.238633,0.120345,0.185712,0.206031,0.761921,0.585269,-0.070522,-0.157324,-0.098296,-0.330307,0.238633,0.120345,0.185712,0.206031,0.761921,0.585269,0.037955,0.032006,0.145249,0.113526,-0.051919,-0.002062,0.063513,-0.23032,-0.209561,-0.948157,-0.016731,0.09746,0.028994,1,4
11246,-0.319209,0.134663,-0.002347,0.588202,-0.469569,-0.481799,0.448768,0.049263,0.18865,0.121049,0.561875,0.071809,0.188964,0.309659,0.466121,-0.138904,-0.817036,-0.02465,0.093344,0.013704,0.500635,0.247999,0.161509,0.689067,0.18104,-0.482754,-0.509273,-0.027246,0.120064,0.014924,-0.39583,0.301958,0.199258,0.18752,0.205524,0.761712,0.585142,-0.054312,-0.203974,-0.08226,-0.39583,0.301958,0.199258,0.18752,0.205524,0.761712,0.585142,0.049776,0.043267,0.152017,0.179707,-0.106554,-0.067894,0.06294,-0.230704,-0.209002,-0.948226,-0.027246,0.120064,0.014924,1,4
11247,-0.388187,0.086352,0.055325,0.588165,-0.468338,-0.482402,0.449455,0.049076,0.172699,0.124914,0.712103,0.062537,0.232867,0.30964,0.46482,-0.139302,-0.817717,-0.032331,0.136461,0.000653,0.588005,0.23707,0.271713,0.69066,0.180546,-0.481133,-0.508826,-0.027713,0.170835,0.000162,-0.360223,0.310449,0.035674,0.188238,0.203716,0.76101,0.586455,-0.0314,-0.259178,-0.01304,-0.360223,0.310449,0.035674,0.188238,0.203716,0.76101,0.586455,0.067131,0.063767,0.173788,0.076094,-0.293915,0.021153,0.062804,-0.230632,-0.208771,-0.948303,-0.027713,0.170835,0.000162,1,4
11248,-0.421602,0.088777,0.230596,0.588518,-0.467046,-0.482282,0.450465,0.052428,0.160985,0.120422,0.779841,-0.01769,0.291765,0.31007,0.463438,-0.139059,-0.818379,-0.035952,0.181659,0.01103,0.538641,0.174198,0.229776,0.691629,0.179314,-0.479983,-0.509031,-0.031923,0.226658,-0.006142,-0.233753,0.281791,0.021286,0.190263,0.202373,0.760639,0.586749,-0.028935,-0.296781,-0.016225,-0.233753,0.281791,0.021286,0.190263,0.202373,0.760639,0.586749,0.077942,0.078087,0.211839,0.068079,-0.091957,-0.032465,0.062601,-0.23083,-0.207952,-0.948449,-0.031923,0.226658,-0.006142,1,4
11249,-0.339275,0.012025,0.313547,0.589149,-0.465381,-0.481983,0.451682,0.072654,0.221373,0.131415,0.830662,-0.073884,0.377172,0.310803,0.461501,-0.138493,-0.819291,-0.037609,0.267053,0.040242,0.518342,0.101114,0.268267,0.692834,0.177891,-0.478622,-0.509172,-0.04381,0.267953,0.00718,-0.187376,0.448523,-0.058753,0.19249,0.201276,0.760324,0.586808,-0.053619,-0.290715,-0.056864,-0.187376,0.448523,-0.058753,0.19249,0.201276,0.760324,0.586808,0.075699,0.083366,0.227403,0.060107,-0.031888,0.017188,0.062479,-0.23096,-0.207244,-0.94858,-0.04381,0.267953,0.00718,1,4
11250,-0.254376,0.013618,0.240434,0.590151,-0.46331,-0.48137,0.453155,0.090354,0.301445,0.135414,0.784473,-0.064881,0.326971,0.311878,0.458935,-0.137617,-0.820471,-0.045079,0.361052,0.070532,0.488947,0.051719,0.30867,0.694375,0.176188,-0.476794,-0.50938,-0.04188,0.344769,0.015902,-0.214323,0.400119,-0.216655,0.194466,0.200182,0.760301,0.58656,-0.096129,-0.25354,-0.039499,-0.214323,0.400119,-0.216655,0.194466,0.200182,0.760301,0.58656,0.077174,0.085577,0.220262,0.068028,0.020207,-0.054399,0.062308,-0.231054,-0.20663,-0.948702,-0.04188,0.344769,0.015902,1,4
