frame,pa_x,pa_y,pa_z,po_a,po_x,po_y,po_z,pav_x,pav_y,pav_z,rsa_x,rsa_y,rsa_z,rso_a,rso_x,rso_y,rso_z,rsav_x,rsav_y,rsav_z,lsa_x,lsa_y,lsa_z,lso_a,lso_x,lso_y,lso_z,lsav_x,lsav_y,lsav_z,lula_x,lula_y,lula_z,lulo_a,lulo_x,lulo_y,lulo_z,lulav_x,lulav_y,lulav_z,llla_x,llla_y,llla_z,lllo_a,lllo_x,lllo_y,lllo_z,lllav_x,lllav_y,lllav_z,lfa_x,lfa_y,lfa_z,lfo_a,lfo_x,lfo_y,lfo_z,lfav_x,lfav_y,lfav_z,label,subject_id
23748,-0.162371,-0.000101,-0.536491,0.535438,-0.386933,-0.536338,0.525291,-0.234498,1.528912,0.286488,1.207932,0.542584,-3.828357,0.440932,0.20094,0.016128,-0.87461,-0.255431,2.881733,0.183929,1.200162,0.543496,-3.737399,0.78536,0.053731,-0.208115,-0.580527,-0.001386,2.690346,0.120871,0.390935,0.010582,0.619265,0.072065,-0.051854,0.741371,0.665197,0.544138,-0.378474,-0.645656,0.390935,0.010582,0.619265,0.072065,-0.051854,0.741371,0.665197,-0.059981,-0.200588,-0.086427,-0.14091,0.072905,-0.055477,0.11729,-0.191971,-0.244095,-0.943296,-0.001386,2.690346,0.120871,2,7
23749,-0.573053,-0.006652,-1.405446,0.539468,-0.380873,-0.530338,0.531649,-0.204798,1.328232,0.264972,0.993335,0.544677,-4.086587,0.442017,0.179603,0.023939,-0.878516,-0.335096,2.740648,0.134771,1.589701,0.469716,-3.919939,0.790341,0.041271,-0.190779,-0.580742,0.014855,2.626069,0.120635,0.319981,0.028035,0.471459,0.07796,-0.050442,0.738164,0.6682,0.570688,-0.423522,-0.54462,0.319981,0.028035,0.471459,0.07796,-0.050442,0.738164,0.6682,-0.035301,-0.210359,-0.127592,0.113575,-0.056964,-0.062418,0.116996,-0.192222,-0.245093,-0.943023,0.014855,2.626069,0.120635,2,7
23750,0.282402,0.071098,-1.320754,0.544017,-0.374964,-0.52386,0.537603,-0.195663,1.36425,0.174199,1.164568,-0.014391,-3.16053,0.443087,0.158332,0.032373,-0.881792,-0.26383,2.753156,0.179549,1.523044,0.781015,-3.479702,0.794911,0.02832,-0.172607,-0.580966,0.02853,2.730184,0.083515,0.059666,-0.285039,-0.192677,0.084462,-0.048614,0.734963,0.671068,0.565714,-0.444772,-0.631448,0.059666,-0.285039,-0.192677,0.084462,-0.048614,0.734963,0.671068,-0.060415,-0.232264,-0.236895,-0.064367,0.025545,0.027021,0.116744,-0.192419,-0.245959,-0.942788,0.02853,2.730184,0.083515,2,7
23751,0.051579,-0.112442,-0.625656,0.550179,-0.367547,-0.515418,0.54457,-0.215133,1.736724,0.142426,1.486064,0.139507,-2.709861,0.444111,0.136404,0.04309,-0.884478,-0.054131,2.933073,0.251533,1.382324,0.982845,-3.189084,0.799135,0.01402,-0.153308,-0.581106,-0.022523,2.924355,0.043056,-0.441087,-0.896162,-0.516123,0.091689,-0.045362,0.73251,0.673027,0.444004,-0.391699,-0.829075,-0.441087,-0.896162,-0.516123,0.091689,-0.045362,0.73251,0.673027,-0.073052,-0.323888,-0.254219,0.012577,0.037064,-0.01254,0.116395,-0.192612,-0.246962,-0.94253,-0.022523,2.924355,0.043056,2,7
23752,0.071872,0.016999,0.048385,0.556339,-0.360448,-0.507322,0.550626,-0.157185,1.652747,0.077742,0.97332,-0.061845,-2.691911,0.445241,0.111572,0.055237,-0.886714,-0.05675,3.309793,0.324779,0.584772,0.982193,-3.301925,0.803057,-0.00231,-0.132451,-0.580992,-0.113188,3.209443,0.011141,-0.699056,-0.896896,0.285471,0.099407,-0.040246,0.730363,0.674588,0.407353,-0.283231,-1.038705,-0.699056,-0.896896,0.285471,0.099407,-0.040246,0.730363,0.674588,-0.036619,-0.391793,-0.078854,-0.258328,0.191543,0.066452,0.115964,-0.19303,-0.248188,-0.942175,-0.113188,3.209443,0.011141,2,7
23753,1.306838,0.241224,0.3982,0.562149,-0.353557,-0.499497,0.556317,-0.145871,1.536685,0.0869,0.292463,0.074052,-3.666557,0.446205,0.087285,0.068244,-0.888046,0.058036,3.410337,0.317956,0.172692,0.578042,-3.498806,0.806464,-0.018287,-0.112817,-0.580133,-0.191443,3.200771,0.008422,-0.540108,-0.610318,0.218232,0.105933,-0.036179,0.727718,0.67668,0.476521,-0.272007,-0.828344,-0.540108,-0.610318,0.218232,0.105933,-0.036179,0.727718,0.67668,0.035406,-0.422511,-0.004344,-0.211519,0.014511,0.032233,0.115379,-0.193489,-0.249682,-0.941758,-0.191443,3.200771,0.008422,2,7
23754,1.358855,0.211882,0.734789,0.568136,-0.345343,-0.490583,0.563283,-0.198652,1.810336,0.182568,-0.492292,0.467799,-4.000808,0.446268,0.065073,0.078393,-0.889081,-0.10974,2.916903,0.235451,-0.32518,0.347055,-3.555454,0.809398,-0.034425,-0.092955,-0.578834,-0.183985,3.086756,0.059219,-0.134587,-0.331552,-0.068068,0.111013,-0.035252,0.725893,0.677874,0.284555,-0.389152,-0.464819,-0.134587,-0.331552,-0.068068,0.111013,-0.035252,0.725893,0.677874,0.064563,-0.460941,0.07704,0.046714,-0.243279,0.125144,0.114872,-0.19393,-0.250865,-0.941415,-0.183985,3.086756,0.059219,2,7
23755,1.330205,0.173213,0.302897,0.574206,-0.336268,-0.481171,0.570689,-0.196126,1.925642,0.236743,-0.045277,0.244401,-3.472343,0.446171,0.044595,0.087003,-0.889591,-0.175074,2.646715,0.218012,-0.001926,0.351773,-3.859202,0.811945,-0.049527,-0.074389,-0.576852,-0.182995,2.887384,0.115356,-0.112051,-0.089979,0.124931,0.116314,-0.033124,0.724319,0.678775,0.255564,-0.308642,-0.592454,-0.112051,-0.089979,0.124931,0.116314,-0.033124,0.724319,0.678775,0.074621,-0.506597,0.042342,-0.078221,-0.269318,-0.036842,0.114506,-0.194312,-0.251604,-0.941184,-0.182995,2.887384,0.115356,2,7
23756,1.382268,0.116958,0.020955,0.580475,-0.327005,-0.471333,0.577894,-0.192845,1.971234,0.202873,-0.058132,-0.052853,-2.766229,0.446087,0.021385,0.096696,-0.889493,-0.199755,2.993071,0.28583,0.3621,0.2694,-3.50478,0.813745,-0.065239,-0.054722,-0.57495,-0.170406,3.029788,0.043607,-0.722776,-0.49055,-0.898074,0.121183,-0.030864,0.722344,0.680133,0.32805,-0.264251,-0.56074,-0.722776,-0.49055,-0.898074,0.121183,-0.030864,0.722344,0.680133,0.034293,-0.545969,-0.035392,-0.104857,-0.190012,0.183313,0.114262,-0.194558,-0.251918,-0.941078,-0.170406,3.029788,0.043607,2,7
23757,0.620114,-0.29104,0.562646,0.586627,-0.317704,-0.461391,0.584851,-0.188096,1.964828,0.191375,-0.524547,-0.786189,-2.521886,0.445793,-0.003235,0.107508,-0.888651,-0.146734,3.204254,0.322126,-0.093062,0.189614,-2.505444,0.814553,-0.083066,-0.032053,-0.573216,-0.177064,3.461058,-0.078955,-0.777894,-0.183729,-0.858576,0.124775,-0.029264,0.721984,0.679937,0.047211,-0.189495,-0.427953,-0.777894,-0.183729,-0.858576,0.124775,-0.029264,0.721984,0.679937,0.061896,-0.575762,0.118423,-0.128263,0.19673,-0.031153,0.114026,-0.194785,-0.252431,-0.940923,-0.177064,3.461058,-0.078955,2,7
23758,1.181585,-0.204248,-0.008623,0.591243,-0.310457,-0.453719,0.590074,-0.135926,1.509577,0.149865,-1.065035,-0.656165,-2.901214,0.444675,-0.023257,0.118615,-0.887499,0.134138,2.740176,0.191167,-0.963723,0.084297,-2.277466,0.814533,-0.102124,-0.009084,-0.570985,-0.287396,3.576864,-0.095372,-0.260294,0.862981,-0.009389,0.127951,-0.027727,0.72152,0.679903,0.067162,-0.159719,-0.385746,-0.260294,0.862981,-0.009389,0.127951,-0.027727,0.72152,0.679903,0.066377,-0.539696,0.248557,-0.270908,0.658387,-0.146761,0.113578,-0.195088,-0.253494,-0.940628,-0.287396,3.576864,-0.095372,2,7
23759,1.790161,0.033844,-0.571314,0.595409,-0.302805,-0.4462,0.595569,-0.129147,1.451884,0.24832,-0.822376,-0.102986,-2.918363,0.443891,-0.041231,0.12896,-0.885793,0.151039,2.628374,0.175178,-1.149991,-0.140627,-2.586795,0.814211,-0.118546,0.010926,-0.568232,-0.267981,3.278549,-0.071243,0.415562,1.160793,0.407194,0.130458,-0.026945,0.72018,0.680879,0.213098,-0.180033,-0.232474,0.415562,1.160793,0.407194,0.130458,-0.026945,0.72018,0.680879,0.111136,-0.555937,0.300345,0.152609,0.109692,-0.113598,0.112996,-0.195379,-0.255381,-0.940127,-0.267981,3.278549,-0.071243,2,7
23760,0.73634,0.082722,-0.834172,0.59899,-0.294979,-0.438708,0.601444,-0.155359,1.506079,0.307823,-1.636546,-0.045279,-2.736955,0.442179,-0.063814,0.140556,-0.883544,0.061874,3.052122,0.223985,-1.862148,0.002458,-2.665489,0.813268,-0.13411,0.030726,-0.56539,-0.17702,3.035992,-0.058099,1.192545,0.904626,-0.053346,0.13216,-0.028203,0.718261,0.682524,0.282813,-0.277446,0.006999,1.192545,0.904626,-0.053346,0.13216,-0.028203,0.718261,0.682524,0.109395,-0.523815,0.212233,0.406196,-0.395978,-0.010337,0.112512,-0.195581,-0.256834,-0.939747,-0.17702,3.035992,-0.058099,2,7
23761,0.177209,0.209992,-1.335772,0.601619,-0.289451,-0.433018,0.605614,-0.13452,1.100231,0.196651,-2.193796,-0.316465,-2.362573,0.43973,-0.084658,0.151292,-0.881239,0.057917,2.834822,0.125893,-1.730703,0.124871,-2.457593,0.812012,-0.148141,0.048339,-0.562454,-0.181071,2.720978,-0.040673,1.648931,0.579164,-0.326161,0.133099,-0.03063,0.716755,0.683819,0.197799,-0.302187,0.163361,1.648931,0.579164,-0.326161,0.133099,-0.03063,0.716755,0.683819,0.104088,-0.420033,-0.107114,0.14502,-0.430535,-0.067442,0.112276,-0.195623,-0.257697,-0.939531,-0.181071,2.720978,-0.040673,2,7
23762,0.874067,0.46499,-0.590481,0.604053,-0.285173,-0.428147,0.608676,-0.114563,0.901678,0.094135,-1.817623,-0.412766,-1.861647,0.436731,-0.103356,0.162125,-0.878805,0.178075,2.624245,0.034218,-1.214415,0.314229,-1.990676,0.809863,-0.162839,0.065786,-0.559712,-0.274687,2.751526,-0.113178,1.76473,0.122114,-0.726767,0.134234,-0.033327,0.715706,0.684569,0.109716,-0.335848,0.159965,1.76473,0.122114,-0.726767,0.134234,-0.033327,0.715706,0.684569,0.001966,-0.270672,-0.429904,0.194251,-0.668667,0.204803,0.112455,-0.195568,-0.257733,-0.939511,-0.274687,2.751526,-0.113178,2,7
23763,1.630715,0.622617,-0.196192,0.606683,-0.280921,-0.423403,0.61135,-0.08051,0.887319,0.05473,-1.270024,-0.201948,-1.762759,0.43324,-0.122404,0.172605,-0.876087,0.12141,2.655897,0.008225,-1.359991,0.429049,-1.978147,0.806821,-0.17919,0.083755,-0.556701,-0.416055,2.925661,-0.144181,1.457614,0.042114,-0.445004,0.135875,-0.036285,0.715791,0.684006,-0.098443,-0.387704,0.115231,1.457614,0.042114,-0.445004,0.135875,-0.036285,0.715791,0.684006,0.002802,-0.17008,-0.384992,0.061222,0.091463,-0.098069,0.11288,-0.195409,-0.257201,-0.939639,-0.416055,2.925661,-0.144181,2,7
23764,1.872324,0.685291,-0.427142,0.609478,-0.275718,-0.418346,0.614412,-0.048489,1.001337,0.108415,-1.349782,-0.183565,-1.439146,0.429318,-0.142137,0.183818,-0.872751,0.16923,2.783946,-0.001742,-2.118692,0.208486,-1.725347,0.803383,-0.196485,0.101365,-0.552897,-0.532546,2.97476,-0.076756,1.584347,0.510641,0.240936,0.138917,-0.039202,0.715692,0.683338,-0.085564,-0.508119,-0.004246,1.584347,0.510641,0.240936,0.138917,-0.039202,0.715692,0.683338,-0.010994,-0.123177,-0.293887,0.162197,-0.055444,0.008738,0.113205,-0.195106,-0.256554,-0.939839,-0.532546,2.97476,-0.076756,2,7
23765,2.060971,0.717303,-0.729097,0.613386,-0.269558,-0.411478,0.617885,-0.090138,1.205527,0.0925,-1.363359,-0.245291,-0.622449,0.425746,-0.161135,0.195665,-0.868615,0.271553,2.914352,-0.017681,-2.146247,0.111279,-0.645931,0.800441,-0.21205,0.116037,-0.548511,-0.59374,2.76035,0.027817,1.353117,0.46689,0.404614,0.144232,-0.040312,0.714187,0.683746,0.167138,-0.583109,-0.254973,1.353117,0.46689,0.404614,0.144232,-0.040312,0.714187,0.683746,-0.034621,-0.093543,-0.204065,-0.001861,-0.000211,-0.013342,0.113486,-0.19479,-0.255981,-0.940027,-0.59374,2.76035,0.027817,2,7
23766,1.796947,0.365995,-0.421568,0.617752,-0.262725,-0.40259,0.622318,-0.228787,1.526147,0.048969,-2.173925,-0.391062,-0.243311,0.421451,-0.180456,0.207089,-0.864251,0.22717,2.7791,0.00064,-2.329455,-0.036694,0.077379,0.797399,-0.227369,0.128988,-0.543893,-0.631768,2.410078,0.116514,0.422649,0.498157,0.496791,0.149466,-0.041815,0.71191,0.684906,0.283389,-0.60852,-0.264292,0.422649,0.498157,0.496791,0.149466,-0.041815,0.71191,0.684906,-0.092325,0.024839,-0.254732,0.019965,0.48145,-0.103084,0.113689,-0.194554,-0.255426,-0.940203,-0.631768,2.410078,0.116514,2,7
23767,1.795228,0.26372,-0.498375,0.622424,-0.254832,-0.392267,0.627515,-0.28484,1.750426,0.088562,-1.879034,-0.450958,0.089682,0.41692,-0.196648,0.216488,-0.860604,0.152088,2.342499,-0.094105,-1.243341,-0.025272,-0.070318,0.794741,-0.240905,0.139576,-0.539323,-0.606057,2.060114,0.173967,-0.199689,0.856464,0.408045,0.15433,-0.044262,0.707982,0.687739,0.543206,-0.675829,-0.114879,-0.199689,0.856464,0.408045,0.15433,-0.044262,0.707982,0.687739,-0.121102,0.097977,-0.372174,-0.09977,-0.077758,0.153761,0.113679,-0.194429,-0.255332,-0.940255,-0.606057,2.060114,0.173967,2,7
23768,1.781094,0.704099,-0.711941,0.627244,-0.246575,-0.380804,0.633051,-0.354958,1.880434,0.084826,-1.689152,-0.16847,0.137611,0.41193,-0.210893,0.224124,-0.857675,0.037586,2.048119,-0.186567,-0.764665,-0.1771,-0.37227,0.7913,-0.255606,0.151262,-0.534443,-0.663903,2.262169,0.140603,-0.370497,1.445314,0.551874,0.158399,-0.047781,0.703533,0.691135,0.609782,-0.703589,0.054839,-0.370497,1.445314,0.551874,0.158399,-0.047781,0.703533,0.691135,-0.139935,0.123459,-0.149029,-0.188841,1.032486,-0.341392,0.113556,-0.19441,-0.255832,-0.940138,-0.663903,2.262169,0.140603,2,7
23769,1.259965,0.858473,-0.474407,0.632287,-0.237999,-0.367838,0.638956,-0.455586,2.038818,0.065527,-1.500802,-0.180184,0.101226,0.40685,-0.225178,0.23099,-0.854641,-0.043226,2.019314,-0.170272,-1.700075,-0.116263,0.05414,0.786817,-0.271858,0.165497,-0.528794,-0.666131,2.646233,0.096737,-0.713137,1.019967,0.099703,0.161708,-0.052908,0.697841,0.695751,0.781026,-0.789423,0.283999,-0.713137,1.019967,0.099703,0.161708,-0.052908,0.697841,0.695751,-0.142178,0.098219,-0.002305,-0.132021,-0.16066,0.073147,0.112994,-0.19443,-0.257087,-0.939859,-0.666131,2.646233,0.096737,2,7
23770,0.820277,0.761227,-0.160244,0.637101,-0.229714,-0.355031,0.644427,-0.452939,1.982005,0.041683,-1.503099,-0.514329,0.489438,0.401609,-0.239668,0.237938,-0.851267,-0.040076,2.05786,-0.166676,-2.345215,-0.307374,0.697615,0.782533,-0.286994,0.17847,-0.522901,-0.629941,2.460105,0.151649,-0.185664,0.129358,-1.082438,0.162521,-0.061372,0.693287,0.699409,0.525034,-0.84305,0.745819,-0.185664,0.129358,-1.082438,0.162521,-0.061372,0.693287,0.699409,-0.110068,0.010889,0.223243,0.173375,-0.339188,0.039903,0.112522,-0.194514,-0.258018,-0.939643,-0.629941,2.460105,0.151649,2,7
23771,1.393983,0.632244,-0.295081,0.642111,-0.222262,-0.342014,0.649091,-0.483127,1.862941,-0.01265,-1.335443,-0.574332,1.088918,0.39725,-0.251706,0.24385,-0.848159,-0.040368,1.897271,-0.200824,-1.204527,-0.516536,1.075763,0.779607,-0.298132,0.187857,-0.517726,-0.521218,1.990985,0.202318,0.346816,-0.70116,-0.657896,0.1614,-0.071561,0.691971,0.700004,-0.040277,-0.796519,1.051282,0.346816,-0.70116,-0.657896,0.1614,-0.071561,0.691971,0.700004,-0.084095,-0.003575,0.078477,0.095236,-0.484556,0.219091,0.112342,-0.194498,-0.258376,-0.93957,-0.521218,1.990985,0.202318,2,7
23772,1.145701,0.135519,-0.421803,0.646752,-0.213892,-0.328011,0.654501,-0.53994,2.071904,0.020828,-1.297696,0.053896,0.848823,0.392392,-0.262828,0.248292,-0.845755,-0.152034,1.554698,-0.196657,-0.762625,-0.289693,0.52525,0.776381,-0.308779,0.196682,-0.513035,-0.459418,1.724742,0.152467,0.752537,-1.009011,0.343705,0.160775,-0.079195,0.690775,0.700506,-0.013465,-0.611361,0.711487,0.752537,-1.009011,0.343705,0.160775,-0.079195,0.690775,0.700506,-0.132722,0.004179,-0.105042,-0.170905,0.134765,-0.116637,0.112339,-0.194491,-0.258274,-0.9396,-0.459418,1.724742,0.152467,2,7
23773,0.606622,-0.047913,-0.146101,0.650825,-0.205557,-0.314286,0.659846,-0.532969,2.023428,0.065959,-0.749584,0.274424,0.367067,0.38761,-0.272947,0.251836,-0.843704,-0.204414,1.397165,-0.207099,-0.772233,-0.033434,-0.226916,0.772707,-0.319859,0.2058,-0.508193,-0.495033,1.794885,0.138422,0.733561,-0.604184,0.317658,0.161412,-0.082627,0.689312,0.701404,0.134911,-0.364369,0.267218,0.733561,-0.604184,0.317658,0.161412,-0.082627,0.689312,0.701404,-0.138808,0.012434,-0.210116,-0.686563,0.84278,-0.079546,0.11221,-0.194594,-0.258916,-0.939417,-0.495033,1.794885,0.138422,2,7
23774,0.76219,0.203317,-0.107387,0.654286,-0.198571,-0.301866,0.664346,-0.518498,1.770793,0.029535,-1.309326,0.014658,1.124879,0.382076,-0.285599,0.257646,-0.84028,-0.076052,1.826772,-0.217077,-1.449651,-0.230302,0.775949,0.767128,-0.333569,0.218521,-0.502489,-0.571448,2.3694,0.028852,1.346577,0.005252,0.149493,0.16302,-0.084309,0.687851,0.702266,0.175234,-0.297588,0.039936,1.346577,0.005252,0.149493,0.16302,-0.084309,0.687851,0.702266,-0.034061,-0.066813,0.146469,0.175871,-0.03123,0.007088,0.111659,-0.194868,-0.260478,-0.938994,-0.571448,2.3694,0.028852,2,7
23775,1.141686,0.275157,-0.325905,0.658001,-0.191101,-0.28896,0.668593,-0.504046,1.850591,-0.004804,-1.555405,-0.224811,2.120319,0.376653,-0.298548,0.263087,-0.836533,-0.113389,1.847271,-0.169351,-1.935577,-0.52027,2.30111,0.761229,-0.346551,0.23151,-0.496826,-0.502473,2.356803,-0.023774,1.730867,-0.271756,0.551803,0.164816,-0.085497,0.686611,0.702916,0.150524,-0.269374,-0.022986,1.730867,-0.271756,0.551803,0.164816,-0.085497,0.686611,0.702916,0.024959,-0.021726,0.249768,0.445606,-0.764961,0.198633,0.111463,-0.194973,-0.261166,-0.938804,-0.502473,2.356803,-0.023774,2,7
23776,0.679413,0.06179,-0.508961,0.661908,-0.182969,-0.275715,0.672593,-0.466238,1.931349,-0.024644,-1.483298,-0.706153,2.024433,0.372088,-0.308533,0.266329,-0.833923,-0.205546,1.382561,-0.149399,-1.61545,-0.603588,2.263784,0.757491,-0.355277,0.239774,-0.492436,-0.341147,1.558374,0.067136,1.239492,-0.379971,0.663272,0.16632,-0.086043,0.686167,0.702929,0.040772,-0.181884,-0.072022,1.239492,-0.379971,0.663272,0.16632,-0.086043,0.686167,0.702929,0.002989,-0.094644,0.226447,-0.026346,-0.290431,0.041748,0.111585,-0.194955,-0.261117,-0.938807,-0.341147,1.558374,0.067136,2,7
23777,0.647551,-0.13135,-0.28676,0.666092,-0.174827,-0.262549,0.675888,-0.422522,1.878918,-0.040764,-0.945578,-0.411241,1.482708,0.368504,-0.315741,0.268136,-0.832235,-0.249238,1.130978,-0.18967,-0.987428,-0.451893,1.297041,0.755668,-0.361223,0.244723,-0.488461,-0.298679,1.172236,0.212581,0.76096,-0.189959,0.671802,0.168988,-0.084222,0.685546,0.703119,0.137711,-0.088204,-0.286946,0.76096,-0.189959,0.671802,0.168988,-0.084222,0.685546,0.703119,-0.013997,-0.106075,0.106749,-0.177559,0.304926,-0.072224,0.111747,-0.194856,-0.260945,-0.938857,-0.298679,1.172236,0.212581,2,7
23778,0.264371,-0.396819,-0.194906,0.66951,-0.167216,-0.250884,0.678861,-0.356504,1.725661,-0.050114,-0.984578,0.146795,1.586234,0.36367,-0.324768,0.271149,-0.829908,-0.205427,1.27448,-0.211781,-1.686006,-0.321531,1.258778,0.752016,-0.370554,0.251928,-0.48342,-0.437786,1.522792,0.195217,0.174141,-0.090478,0.546883,0.172777,-0.079942,0.684196,0.704012,0.309914,0.027736,-0.635009,0.174141,-0.090478,0.546883,0.172777,-0.079942,0.684196,0.704012,-0.009357,-0.040712,0.007992,0.009039,0.173186,-0.016529,0.111628,-0.194819,-0.261214,-0.938804,-0.437786,1.522792,0.195217,2,7
23779,0.289376,-0.421004,-0.327045,0.672649,-0.159785,-0.239929,0.681503,-0.308969,1.638764,-0.045218,-1.11328,0.037865,1.903878,0.359183,-0.334488,0.274918,-0.826756,-0.120222,1.397267,-0.148134,-1.389687,-0.311008,1.98733,0.747261,-0.380694,0.260537,-0.478324,-0.476996,1.732085,0.098208,-0.228977,0.536217,0.399367,0.176163,-0.075593,0.682179,0.705609,0.421536,0.059603,-0.585707,-0.228977,0.536217,0.399367,0.176163,-0.075593,0.682179,0.705609,-0.030413,-0.039252,-0.05093,-0.167945,0.362161,-0.022667,0.111375,-0.194989,-0.261963,-0.93859,-0.476996,1.732085,0.098208,2,7
23780,0.029185,-0.270392,-0.313639,0.675393,-0.15239,-0.229491,0.684073,-0.27526,1.581327,-0.009872,-1.528728,-0.465161,2.062009,0.3555,-0.343621,0.279187,-0.823164,0.001228,1.351838,-0.088846,-1.319859,-0.380221,2.201283,0.742648,-0.389535,0.267954,-0.474274,-0.45537,1.498462,0.026624,-0.225094,0.847597,0.197739,0.179293,-0.072033,0.67964,0.70764,0.482337,0.006674,-0.485565,-0.225094,0.847597,0.197739,0.179293,-0.072033,0.67964,0.70764,-0.054588,-0.039682,0.000669,-0.023225,0.29384,-0.087125,0.110944,-0.195267,-0.263159,-0.938248,-0.45537,1.498462,0.026624,2,7
23781,-0.428488,-0.142608,-0.07273,0.677653,-0.145371,-0.220145,0.686433,-0.219275,1.444821,0.022321,-1.531725,-0.694694,2.247811,0.35141,-0.351738,0.283272,-0.820091,-0.007868,1.235754,-0.177681,-0.980779,-0.855749,1.748075,0.739285,-0.396707,0.272784,-0.470818,-0.414668,1.104715,0.112248,0.209428,0.954156,0.118218,0.181797,-0.070134,0.676885,0.709829,0.47236,-0.086692,-0.291663,0.209428,0.954156,0.118218,0.181797,-0.070134,0.676885,0.709829,-0.039063,0.037225,0.122069,0.171179,-0.137642,-0.017255,0.110562,-0.195476,-0.264451,-0.937886,-0.414668,1.104715,0.112248,2,7
23782,-0.66057,-0.212032,-0.077411,0.679487,-0.139017,-0.212022,0.68849,-0.172158,1.274052,0.036377,-0.968501,-0.290418,2.913214,0.347013,-0.360564,0.286986,-0.816832,-0.081214,1.308245,-0.160378,-0.804498,-0.933341,1.523295,0.735229,-0.404456,0.278192,-0.4674,-0.467689,1.209524,0.061073,0.674086,0.253959,-0.343884,0.182716,-0.070818,0.67533,0.711005,0.218201,-0.16033,0.020989,0.674086,0.253959,-0.343884,0.182716,-0.070818,0.67533,0.711005,-0.012141,0.013388,0.222267,-0.202106,-0.515425,0.196145,0.110354,-0.19552,-0.265187,-0.937694,-0.467689,1.209524,0.061073,2,7
23783,-0.305194,-0.37102,-0.106261,0.681434,-0.133124,-0.204438,0.690022,-0.145849,1.167555,0.035844,-0.430874,0.029418,3.182022,0.343634,-0.368357,0.289473,-0.813901,-0.157029,1.237292,-0.100377,-0.759692,-0.398343,2.299817,0.729644,-0.413047,0.285806,-0.464032,-0.587626,1.621652,-0.083416,0.310234,-0.117495,-0.712776,0.182916,-0.071015,0.675637,0.710642,-0.055022,-0.038978,0.012037,0.310234,-0.117495,-0.712776,0.182916,-0.071015,0.675637,0.710642,-0.005191,-0.056169,0.260965,0.20492,-0.417335,0.066723,0.110536,-0.195408,-0.265301,-0.937663,-0.587626,1.621652,-0.083416,2,7
23784,-0.315861,-0.497396,-0.052975,0.682956,-0.127102,-0.197079,0.691792,-0.133596,1.171779,0.042883,-0.662098,0.119144,2.647224,0.33987,-0.375625,0.291456,-0.811448,-0.187069,1.026777,-0.109917,-1.176911,-0.059875,3.410673,0.723323,-0.422742,0.294107,-0.459993,-0.566438,1.67987,-0.086031,-0.308936,-0.213163,-0.640715,0.182474,-0.070608,0.677089,0.709414,-0.220778,0.088589,-0.029654,-0.308936,-0.213163,-0.640715,0.182474,-0.070608,0.677089,0.709414,0.001442,-0.032861,0.166878,0.003387,-0.005371,0.012,0.110837,-0.195311,-0.26495,-0.937747,-0.566438,1.67987,-0.086031,2,7
23785,-0.308645,-0.4834,0.197833,0.684306,-0.121224,-0.18999,0.693494,-0.124119,1.132425,0.052219,-0.613981,-0.15335,2.357898,0.336075,-0.382029,0.293167,-0.80942,-0.194873,0.913412,-0.148265,-0.848242,-0.221653,3.634868,0.718919,-0.430115,0.299608,-0.456499,-0.441632,1.213392,0.032694,-0.832214,-0.10236,-0.195107,0.181581,-0.069987,0.679015,0.707863,-0.286596,0.151058,-0.01983,-0.832214,-0.10236,-0.195107,0.181581,-0.069987,0.679015,0.707863,-0.006799,-0.012401,0.079704,-0.139741,0.187707,-0.024823,0.110993,-0.195215,-0.264771,-0.937799,-0.441632,1.213392,0.032694,2,7
23786,-0.295188,-0.259479,0.520866,0.685386,-0.115797,-0.183567,0.695083,-0.107281,1.032472,0.064772,-0.695944,-0.604464,2.654936,0.332137,-0.389898,0.295965,-0.806269,-0.11558,1.156117,-0.115111,-0.160631,-0.731387,2.909033,0.716383,-0.435349,0.302648,-0.453509,-0.313725,0.790573,0.141669,-0.897666,0.11729,0.062222,0.180013,-0.071149,0.680595,0.706629,-0.275839,0.049817,0.192702,-0.897666,0.11729,0.062222,0.180013,-0.071149,0.680595,0.706629,-0.024902,-0.011554,-0.003198,-0.181815,0.00867,-0.016617,0.11104,-0.195218,-0.264747,-0.9378,-0.313725,0.790573,0.141669,2,7
23787,-0.41777,-0.042478,0.723967,0.686087,-0.111126,-0.178068,0.696583,-0.09578,0.883846,0.085285,-0.702316,-0.027014,2.809237,0.328233,-0.39671,0.299396,-0.803273,-0.016234,1.070567,-0.185124,-0.41566,-0.725604,2.505908,0.713377,-0.440794,0.30679,-0.450193,-0.284785,0.931077,0.094329,-0.367234,0.142386,0.106721,0.178194,-0.073533,0.681928,0.705559,-0.270002,-0.037252,0.319447,-0.367234,0.142386,0.106721,0.178194,-0.073533,0.681928,0.705559,0.003725,-0.022379,-0.022647,0.072269,-0.0125,-0.010519,0.111129,-0.195277,-0.26478,-0.937768,-0.284785,0.931077,0.094329,2,7
